genome_id,file,bytes,sha256,shape,dtype,per_row_sum_min,per_row_sum_max
16404,Aspergillus_brasiliensis_ATCC_16404.pt,40514999,12c6d214692103cbb5f46490bb715afbc19579ca4695be7104db9d3b37ad10b0,3768x5376,torch.bfloat16,2.9980740547180176,3.0023326873779297
9642,Aspergillus_brasiliensis_ATCC_9642.pt,39300018,ec4f6afbef9f01fed1332349d0c9aa1b13d4937259d4820440eee8d2b2803fed,3655x5376,torch.bfloat16,2.997344970703125,3.0015769004821777
20611,Aspergillus_fijiensis_ATCC_20611.pt,39493544,e08d02be76beef9047e1598a95405d7f9d7d392e32790ef4ffe82dd369fc3736,3673x5376,torch.bfloat16,2.997882843017578,3.0050125122070312
204304,Aspergillus_flavus_ATCC_204304.pt,40977246,b84a292a265f37302a3955bd87b96d326a82a66a67b3bac7d6ccff0e2f13ad98,3811x5376,torch.bfloat16,2.9972610473632812,3.004091262817383
9643,Aspergillus_flavus_ATCC_9643.pt,41375060,a87a7f8987ee767ba6c6b916259c30bed150a3ae82a767139f8b8348380d6ff5,3848x5376,torch.bfloat16,2.999094009399414,3.0014991760253906
1022,Aspergillus_fumigatus_ATCC_1022.pt,30698403,b1cec65295505a93f88547e8762387c8a27b3f95679e005ec132af63bfa80584,2855x5376,torch.bfloat16,2.9973983764648438,3.001922607421875
204305,Aspergillus_fumigatus_ATCC_204305.pt,31074733,6d0d208299d3b105ae9557fd936ef805404dfb8caffda566592e42a0553d161f,2890x5376,torch.bfloat16,2.996837615966797,3.0019326210021973
96918,Aspergillus_fumigatus_ATCC_96918.pt,31182248,ab27b1688ce02904d55772a20da5363f39b41b2d63de1b10a2c442e270b6f7f0,2900x5376,torch.bfloat16,2.9970970153808594,3.0036840438842773
1015,Aspergillus_niger_ATCC_1015.pt,38289231,367b6941305465f0b95451acb35f7d17cded8cde63cb27330718ce87ebe83a22,3561x5376,torch.bfloat16,2.99658203125,3.0028982162475586
6275,Aspergillus_niger_ATCC_6275.pt,40407375,93fd8c550c19bd28616359ee33c7fb8b48e5beac24f78676e34553a300384e66,3758x5376,torch.bfloat16,2.9962921142578125,3.0035247802734375
9142,Aspergillus_niger_ATCC_9142.pt,38493519,a73af4e283d7440dbcac0dc82863f81255f41a32e6ea1de27151019c426533b7,3580x5376,torch.bfloat16,2.994659423828125,3.0041732788085938
MYA-4892,Aspergillus_niger_ATCC_MYA_4892.pt,38816163,924e8f690363820646c93a923d2c3587d412e6334d21d752c2ee26d90c38671b,3610x5376,torch.bfloat16,2.997882843017578,3.0027923583984375
1012,Aspergillus_terreus_ATCC_1012.pt,32988505,79beff6cd18e6086c3b82efdb2c510fa099bb37bf43b147a55f3c95921d6afa5,3068x5376,torch.bfloat16,2.997629165649414,3.0057830810546875
1004,Aspergillus_tubingensis_ATCC_1004.pt,38450605,467dd0552ab8126a6883c7c646b452c067d8d7b04862cc09a2f9019147ee5681,3576x5376,torch.bfloat16,2.997194290161133,3.0032262802124023
1041,Aspergillus_ustus_ATCC_1041.pt,44439375,50f39206f8dbca90d5bdfb68fc8b95ab984bb336fb794a0ed3063a64cc5ecefc,4133x5376,torch.bfloat16,2.994171142578125,3.0053253173828125
23842,Bacillus_amyloliquefaciens_ATCC_23842.pt,4313025,4694ef6c0b9de0ca09ee29d05e874b5ab0787327a23f20fb1f12558e49acd78e,401x5376,torch.bfloat16,3.00046443939209,3.0010929107666016
9372,Bacillus_atrophaeus_ATCC_9372.pt,4474201,022cf0482af9d1bee7ec4cd24b70015c849fb087775993f2aad166b241898254,416x5376,torch.bfloat16,3.0003700256347656,3.001147747039795
10876,Bacillus_cereus_ATCC_10876.pt,6517066,0e1ba11f8a290ab790eabf29d806d9d5c921f1e2884fa1cac4c04557f5430e3c,606x5376,torch.bfloat16,3.0,3.0017833709716797
11778,Bacillus_cereus_ATCC_11778.pt,5388106,38cb2db8f1eba85bd1c63ccdc914c9e153e5b0fc4b020162ed1168964f6a7c4c,501x5376,torch.bfloat16,3.0003538131713867,3.003154754638672
13472,Bacillus_cereus_ATCC_13472.pt,5753674,3e312b2e7af58902047c3b48b42f67dc64cce645963acf3b9008d81c821b6b6a,535x5376,torch.bfloat16,3.0003600120544434,3.0015573501586914
14579,Bacillus_cereus_ATCC_14579.pt,5850442,53f1e19d51895371b731d73620376229dbd37b8ac9c0a3d0b30676c4648ea39e,544x5376,torch.bfloat16,2.9990291595458984,3.001375675201416
49064,Bacillus_cereus_ATCC_49064.pt,5850442,9822854d59569051052200955706119828b9a37c67c10b064b9063c7aa837274,544x5376,torch.bfloat16,2.999011993408203,3.0012478828430176
14580,Bacillus_licheniformis_ATCC_14580.pt,4549549,d06683c4fb62729968905eeb0e18b29ec326d1d2cdeefbdce5c01dba97fcc6d5,423x5376,torch.bfloat16,3.000479221343994,3.00162410736084
10987,Bacillus_pacificus_ATCC_10987.pt,5893465,c94c2cae06d6c839f503d19ce6ecb9b00a77964f989479d3e58ccebe257c26fd,548x5376,torch.bfloat16,2.9987378120422363,3.0032691955566406
10702,Bacillus_paranthracis_ATCC_10702.pt,6022568,f765695d79fee09320e4eb45ed11611d9936c965ea776187702d0a2363b33f6a,560x5376,torch.bfloat16,2.9957275390625,3.001225471496582
13061,Bacillus_paranthracis_ATCC_13061.pt,5968808,e8cb22fd629db99021af4e41fd3534fc32b9641dd27517212d65d25adc5068d5,555x5376,torch.bfloat16,2.9987354278564453,3.004079818725586
19659,Bacillus_spizizenii_ATCC_19659.pt,4355934,2e84a7fb5b542d9195c4db586127ae5490ee5e37be0a93ea9880fe04caa50a5d,405x5376,torch.bfloat16,3.0004429817199707,3.0023880004882812
6633,Bacillus_spizizenii_ATCC_6633.pt,4355929,79a103e29fd1a3285507f3408b301f904e9dbcc06de9f2c8a336e56b2a410af0,405x5376,torch.bfloat16,3.0004286766052246,3.0018043518066406
11774,Bacillus_subtilis_ATCC_11774.pt,4420436,91ec4a2f2438bc94899ddbd21bb0d9b73c08c991d0af5ffe422476d2d25c5599,411x5376,torch.bfloat16,2.9960412979125977,3.0010952949523926
21332,Bacillus_subtilis_ATCC_21332.pt,4613972,7619ea3cafa89c79962e703c8672a189738381766e05eb093003a2fcf7a16974,429x5376,torch.bfloat16,3.0004019737243652,3.0011544227600098
23857,Bacillus_subtilis_ATCC_23857.pt,4538708,3f30bf1e35402e0868c1b7aa7ffe4939ccfae1a959a2eae95bfb50ceaa61e1f3,422x5376,torch.bfloat16,2.998845100402832,3.0011749267578125
6051,Bacillus_subtilis_ATCC_6051.pt,4635471,c087762be54f3eddc5da52b85d8d7d522256d7f5fc95b86efeb8c745a17ce5ba,431x5376,torch.bfloat16,3.000361919403076,3.0012154579162598
10792,Bacillus_thuringiensis_ATCC_10792.pt,7022509,5a73f652fa8c3ace5b0848f3b81e9c2d63a6b0ed41bc8edee9fe83b2280e8643,653x5376,torch.bfloat16,2.9951343536376953,3.0022802352905273
4342,Bacillus_tropicus_ATCC_4342.pt,5710671,6a1449b535d8564b597e409608a19f20f79ded058607308ec01276af2a95eaf0,531x5376,torch.bfloat16,2.9994239807128906,3.001749038696289
25285,Bacteroides_fragilis_ATCC_25285.pt,5700003,c5fcf3c7a6399aea6b7c3c838f6fa48af88585acb222f0c8252e31a38693a7bb,530x5376,torch.bfloat16,2.996013641357422,3.0020294189453125
29771,Bacteroides_fragilis_ATCC_29771.pt,5678499,1cf49b5f57c0a9f0621590ea75de93a69c50641986d241a19a356c9f188b2846,528x5376,torch.bfloat16,2.9948863983154297,3.0033397674560547
29741,Bacteroides_thetaiotaomicron_ATCC_29741.pt,6646219,8b23e41cf4d6d71b14fd617ce8d24565fcf80d12336a5f097ec004e8e1e54182,618x5376,torch.bfloat16,2.9989871978759766,3.0011134147644043
15703,Bifidobacterium_adolescentis_ATCC_15703.pt,2259403,f484296f04b25defded87946cc99204885ed6814accc214c624331cdd9e858b1,210x5376,torch.bfloat16,2.997565746307373,3.0011258125305176
15700,Bifidobacterium_breve_ATCC_15700.pt,2452904,bf6f88ae62161900bc8f88b8178c006f4453e60cc18cc30a4610f3196fbe7e6c,228x5376,torch.bfloat16,2.998128890991211,3.001160144805908
BAA-999,Bifidobacterium_longum_ATCC_BAA_999.pt,2603447,9fd6cd56b0fdf8a894afc509a241ddfcc6712815f6d493163f76f476cda175ef,242x5376,torch.bfloat16,3.000443458557129,3.001227855682373
15697,Bifidobacterium_longum_subsp_infantis_ATCC_15697.pt,3055096,52b9a080c1ff8c8f9c8debd5287bbe927b4b27b2a288d57fc48b578f7b085bfe,284x5376,torch.bfloat16,2.9994659423828125,3.0011491775512695
15707,Bifidobacterium_longum_subsp_longum_ATCC_15707.pt,2581998,63a287c6e1f0beab93947a49c6c183178edb65beed4cad9c25b65c266b4280eb,240x5376,torch.bfloat16,2.9990882873535156,3.001160144805908
29236,Blautia_coccoides_ATCC_29236.pt,6560084,04bc3b1046ecbf76c595f4886a64296922b3062a7ab0e77d5acf27aadd5085cb,610x5376,torch.bfloat16,2.9997901916503906,3.001126289367676
9340,Bordetella_pertussis_ATCC_9340.pt,4506462,d563df537fc525687a4b49e465525351ee86f5318c7c0e0c8b57e59cb30f67fb,419x5376,torch.bfloat16,2.9987220764160156,3.001948356628418
17765,Burkholderia_cepacia_ATCC_17765.pt,8334243,05461716d5c9096d3aa43f837bc3cb06831ce7ad23f152d6ecaf07d79facabf8,775x5376,torch.bfloat16,3.000126838684082,3.0027637481689453
25416,Burkholderia_cepacia_ATCC_25416.pt,9226659,8986a310c8f05f72e989e073d04a6294dd6f49c67c3e999318a16ae0b96689db,858x5376,torch.bfloat16,2.997098922729492,3.001544952392578
17616,Burkholderia_multivorans_ATCC_17616.pt,7549367,d6a2ce98ec5fa9ed9d22ab29a5d19813c1b3cc25a1919ba37a09909588eee5a3,702x5376,torch.bfloat16,2.9985055923461914,3.001296043395996
700388,Burkholderia_thailandensis_ATCC_700388.pt,7248326,1566c9413e176b3d0b8a171d2cc9152d8b1b0533f7e601a775319d5639ca0f86,674x5376,torch.bfloat16,2.9978151321411133,3.001281261444092
33291,Campylobacter_jejuni_subsp_jejuni_ATCC_33291.pt,1743332,6a7c2815482f35ff3a1ded68f0127e969195e1993a305e0195b572b08f04f9b8,162x5376,torch.bfloat16,3.0003442764282227,3.0013785362243652
33292,Campylobacter_jejuni_subsp_jejuni_ATCC_33292.pt,1829348,3e71943b1233a357f444fc92952ddd93e65ea313db384fb93311e1f00b7bb0c6,170x5376,torch.bfloat16,3.0002241134643555,3.001241683959961
10231,Candida_albicans_ATCC_10231.pt,16032591,587634d034d2f2a524ff6a627bccbce433ed1eb692238c4a259385982397d26e,1491x5376,torch.bfloat16,2.996063232421875,3.003326416015625
11006,Candida_albicans_ATCC_11006.pt,16204623,b5c021668047c6a5ef1592ee166a5c25012b0a42f8ec255158bda2bea84f192c,1507x5376,torch.bfloat16,2.99530029296875,3.00421142578125
14053,Candida_albicans_ATCC_14053.pt,16312143,64f6cb6c741bd35530d6b29b1216df3de9248ee58fa07887d187f27c329fc9ce,1517x5376,torch.bfloat16,2.9960784912109375,3.004301071166992
18804,Candida_albicans_ATCC_18804.pt,15946575,610e310cef64ff105d7bd2fd50b046093459cc10aaa39a820a6aae7cbe3b31af,1483x5376,torch.bfloat16,2.997746467590332,3.0029544830322266
200955,Candida_albicans_ATCC_200955.pt,15957332,cd3ad25b46be725ffdd3f9fd54f8632036b7da9957fd61ca573534956b71fe1c,1484x5376,torch.bfloat16,2.996337890625,3.00469970703125
2091,Candida_albicans_ATCC_2091.pt,15269194,254b13fb742812036524e639ecca5b0227cd8326572e2b5512469216f93cb3bc,1420x5376,torch.bfloat16,2.9974594116210938,3.0037498474121094
24433,Candida_albicans_ATCC_24433.pt,15882063,d24eef29e85ff9c35ccade16bdd4fae0bb5008626121a83511ed28123e8ef4c4,1477x5376,torch.bfloat16,2.9966278076171875,3.0030479431152344
66027,Candida_albicans_ATCC_66027.pt,16064847,ab2b6534fb3de95a13ff05d7c6881fc2c50971fc76022adb97fce2cc21c6e83e,1494x5376,torch.bfloat16,2.995555877685547,3.00469970703125
76485,Candida_albicans_ATCC_76485.pt,16215375,be1c34e035c4e65b5012c97332a8c8097ff82531158285d6f15528ef010423f5,1508x5376,torch.bfloat16,2.9954605102539062,3.0060195922851562
90028,Candida_albicans_ATCC_90028.pt,16279887,500b6914e5ff92d17fc51585eee5942d0d84e3080dbece1172133c75bd37bf86,1514x5376,torch.bfloat16,2.9968204498291016,3.0039138793945312
96901,Candida_albicans_ATCC_96901.pt,16086351,2251867e3725ab10dfc634e3d2c7bd3599aca2678017d18fee80569131ec2f48,1496x5376,torch.bfloat16,2.995849609375,3.0029296875
MYA-2876,Candida_albicans_ATCC_MYA_2876.pt,15989598,70009a7a5bd12fb81649f135bafd4378b4997d2b2ef80aea0371203cb51d8412,1487x5376,torch.bfloat16,2.997086524963379,3.0051937103271484
MYA-646,Candida_dubliniensis_ATCC_MYA_646.pt,16086445,ef2af7c74e96582368fc929029f5d646e898fdcc7a13e303059b782a69fdbd7c,1496x5376,torch.bfloat16,2.996166229248047,3.004009246826172
2001,Candida_glabrata_ATCC_2001.pt,13656394,80c4e1ee761ed9f8df2280aab370800e6f7d4e0bf34b88305ab1fadc23bd7787,1270x5376,torch.bfloat16,2.9986114501953125,3.0022621154785156
66028,Candida_kefyr_ATCC_66028.pt,12215616,c997c7748729897da9f6fae7d810f98ab5cb74db4519f395126b1642c283acf7,1136x5376,torch.bfloat16,2.9967403411865234,3.005767822265625
14243,Candida_krusei_ATCC_14243.pt,11721029,a3ca7950aa467464f2904e4655ee4f1da371bcaab9af619077ec34b262804576,1090x5376,torch.bfloat16,2.9987640380859375,3.001654624938965
28870,Candida_krusei_ATCC_28870.pt,11989829,a18fec79aa8a458bcb91722c65434a97a6eb4ba02d32207550cec3902f98212c,1115x5376,torch.bfloat16,2.9975852966308594,3.0068931579589844
34449,Candida_lusitaniae_ATCC_34449.pt,13161817,923ba4747a3110fc4f3b635f817c20628490bd5852ccf2a2497849531c81bd64,1224x5376,torch.bfloat16,2.9970703125,3.0020370483398438
22019,Candida_parapsilosis_ATCC_22019.pt,14054307,0acc074829a250e65e5f4773fe81a85dff07c8f59f2b52db50a2063f4ec58bce,1307x5376,torch.bfloat16,2.9959716796875,3.0032196044921875
90018,Candida_parapsilosis_ATCC_90018.pt,14118819,270fc70957a93df0555f1663484d6e4525425c70b3d71193581d2bacadbebb13,1313x5376,torch.bfloat16,2.9966373443603516,3.0029525756835938
13803,Candida_tropicalis_ATCC_13803.pt,16699225,1f6c165f2642637b717d3799cfb544c42e338f85eda6da5f1d280172c3fa9b2d,1553x5376,torch.bfloat16,2.9981794357299805,3.0054640769958496
66029,Candida_tropicalis_ATCC_66029.pt,16021849,5044ff28970534b0529ea872e85587e65e9204c4c9b35cc242de314e7d07434e,1490x5376,torch.bfloat16,2.99664306640625,3.0054931640625
750,Candida_tropicalis_ATCC_750.pt,15978831,cda965c7a618b20091d443f58e209a1601aef3de61e0a188bbac548b2d47529c,1486x5376,torch.bfloat16,2.9984893798828125,3.002333641052246
MYA-3404,Candida_tropicalis_ATCC_MYA_3404.pt,16161704,d0ee0bf8ce8d2f3f753edabf3587ae59746035cc95d1c98ecc56b6831abb4173,1503x5376,torch.bfloat16,2.9978675842285156,3.0021324157714844
31532,Chromobacterium_subtsugae_ATCC_31532.pt,4958140,b96bfb2e0ee5625fcab5620afe01ff61a80f72e3bf47fa6f2d75948a4648cd06,461x5376,torch.bfloat16,2.997608184814453,3.0012526512145996
12472,Chromobacterium_violaceum_ATCC_12472.pt,5119420,ae9f950e62f86f49d060f1a6e6503b4aa4081d32745c8683a7564179b3d6521d,476x5376,torch.bfloat16,2.999786376953125,3.0012965202331543
8090,Citrobacter_freundii_ATCC_8090.pt,5345118,8eb6af0f627b666702814c61140a291bb8969a2a75f72b20777cae1cbb8be116,497x5376,torch.bfloat16,3.000457763671875,3.003814697265625
BAA-895,Citrobacter_koseri_ATCC_BAA_895.pt,5108643,853d7dd5f8d9b3f8e8d4a4f831245f2a4b99797c62736d09ebec294b15a940ef,475x5376,torch.bfloat16,2.9992446899414062,3.001098155975342
43255,Clostridioides_difficile_ATCC_43255.pt,4678583,0d0a8e1c7f29051207db1895a782fb77f4df726d67a630be8867e6287d351dfc,435x5376,torch.bfloat16,2.998702049255371,3.002163887023926
43598,Clostridioides_difficile_ATCC_43598.pt,4495799,e0606d5bd0ee22cff96dd78459a07e5fe5dcaa56c052ad84c74535981b11bdbb,418x5376,torch.bfloat16,3.000330924987793,3.0017356872558594
BAA-1382,Clostridioides_difficile_ATCC_BAA_1382.pt,4635590,e8e1e0f20b348e76584d9b3843b7564bee5a3fd58fdb5336a1f7384607d5f1e2,431x5376,torch.bfloat16,2.9995555877685547,3.0013179779052734
27757,Clostridium_nexile_ATCC_27757.pt,4226905,77f636b2942f5ccbed57211ff612921f47f9b11e11c6da19c2c51c43f00c0b63,393x5376,torch.bfloat16,2.9974288940429688,3.0025787353515625
10543,Clostridium_perfringens_ATCC_10543.pt,3635634,4b0f9369d23769c1b605f4ad672534f27eff20ec83d54e82a497f322805c58ef,338x5376,torch.bfloat16,2.997921943664551,3.0013089179992676
12915,Clostridium_perfringens_ATCC_12915.pt,3313074,3c880c01d31f2f9bb562dcca66a673901a8d925fbbd7ebb933d8d16d2dfeb03a,308x5376,torch.bfloat16,2.9991302490234375,3.001366138458252
13124,Clostridium_perfringens_ATCC_13124.pt,3506610,87c8d3aee374e0ba74af21848861e1e6e3a4a6ec4bc8da36d4b7bbbd4c8db280,326x5376,torch.bfloat16,2.9996557235717773,3.0012717247009277
3624,Clostridium_perfringens_ATCC_3624.pt,3495853,baecb867044674d050dc2450fae65fc2bca21856ff7af2f44666abad980c54b7,325x5376,torch.bfloat16,2.999532699584961,3.0011987686157227
3626,Clostridium_perfringens_ATCC_3626.pt,4194733,6e372719f54ad8f54998171c7f2fba0a0216ede95099d0f0f3e0a766e542541b,390x5376,torch.bfloat16,2.994873046875,3.003620147705078
12464,Clostridium_septicum_ATCC_12464.pt,3667875,2851897c69c60f10eff3d2df5f484d167714db29be43c052a9d16c4af823c52e,341x5376,torch.bfloat16,2.9972267150878906,3.0013375282287598
19404,Clostridium_sporogenes_ATCC_19404.pt,4431277,ef424abbd4857e1a905edb492f588b46235a55f14dde38eeb0a973d9b2d88783,412x5376,torch.bfloat16,2.9992523193359375,3.001309871673584
13032,Corynebacterium_glutamicum_ATCC_13032.pt,3571137,313efcce8f570e18409d0aac62a75aca51f601259dc98daead33c07dbfc5c280,332x5376,torch.bfloat16,2.9987106323242188,3.0010814666748047
BAA-949,Corynebacterium_jeikeium_ATCC_BAA_949.pt,2560449,97aa7e46b5f8ed365988c57dd5c4e3faab3f9094bf6c14423050ed16fe074b1b,238x5376,torch.bfloat16,2.9968490600585938,3.0042800903320312
19410,Corynebacterium_pseudotuberculosis_ATCC_19410.pt,2517481,ddc7e22e7f2be51b149d43ba981e2614f98a401ba3e4cca645a68ca1c0205270,234x5376,torch.bfloat16,2.9997329711914062,3.001042366027832
19412,Corynebacterium_renale_ATCC_19412.pt,2517421,820e77a4c3bf8f582892abd60707221bec4265884029f08443141bf812d116ca,234x5376,torch.bfloat16,3.000192642211914,3.0011396408081055
373,Corynebacterium_xerosis_ATCC_373.pt,2904488,2883ddfa38050fce4f28baff14ff4612e07cdceced7b12ef8e101185462328a8,270x5376,torch.bfloat16,3.000366687774658,3.0014991760253906
51329,Cronobacter_muytjensii_ATCC_51329.pt,4700077,7a891e0ea1d2351c2f9a6fe300c6a25a84157b921b8f040a1ce7861a9ecc771a,437x5376,torch.bfloat16,3.0003981590270996,3.0018863677978516
29544,Cronobacter_sakazakii_ATCC_29544.pt,5033384,b9b1ac7f655d361f9a801ff8f6b3d9815eceb8466c34e3319942e1abfd39536b,468x5376,torch.bfloat16,2.9974517822265625,3.0023651123046875
BAA-894,Cronobacter_sakazakii_ATCC_BAA_894.pt,4882866,d87162aa430245a5b1522e57b35d0294ebe1f87a2594a3a6d8f70f90ff4a89ca,454x5376,torch.bfloat16,2.9982051849365234,3.00120210647583
13690,Cryptococcus_neoformans_var_grubii_ATCC_13690.pt,20602345,c5e90c8fe10942f671f0b48bf4feae872b55a92c6394056f98100fd6f6ac0098,1916x5376,torch.bfloat16,2.99652099609375,3.0038585662841797
208821,Cryptococcus_neoformans_var_grubii_ATCC_208821.pt,20709870,c34c74a40d95f5596979d8ebc8e0894a457e40ebcf581a722689c71cd9e88f45,1926x5376,torch.bfloat16,2.997386932373047,3.0030593872070312
90112,Cryptococcus_neoformans_var_grubii_ATCC_90112.pt,20656105,3ff38d08cd5544b9d3f6b46ee6180af0e134f95891d5ac97e0f090bca1b5d5a1,1921x5376,torch.bfloat16,2.996664047241211,3.003204345703125
11827,Cutibacterium_acnes_ATCC_11827.pt,2689374,1f4e70f9f25991ce866f3e55a9ebf5903f7a0fcff2a8c9b6221d4187ee2e6845,250x5376,torch.bfloat16,3.000441074371338,3.001155376434326
