genome_id,species_label,source_type,source_identifier,current_fasta_file,current_fasta_bytes,current_fasta_sha256,embedding_file,embedding_bytes,embedding_sha256,used_by_classification,used_by_mic,used_by_synergy
11828,Cutibacterium acnes,ATCC FASTA archive,ATCC 11828,Cutibacterium_acnes_ATCC_11828.fasta,2539191,68ce3cb4d4f61071f1a95f494e0c1de5ca59a83fbf048f1e9c32d38a5c900cb7,Cutibacterium_acnes_ATCC_11828.pt,4097359,de97b4d4729998609b152bb613696d59ce0aaf1f5272e10fa331becbdf6ef061,False,True,False
12014,Escherichia coli,ATCC FASTA archive,ATCC 12014,Escherichia_coli_ATCC_12014.fasta,5479580,e0438fa8b1b54cdb7c93f045abaadbcfdb558fb18baefe4752ecf7709669daa3,Escherichia_coli_ATCC_12014.pt,8340800,a40a3e09e3272d95cdec68ca4cc085d9c4c6780be6a4976870787d1cb0b03864,False,True,False
12022,Shigella flexneri,ATCC FASTA archive,ATCC 12022,Shigella_flexneri_ATCC_12022.fasta,4835175,191caee6ff3029c6a68e699b3d453cff7f3d778e27d44912ad6726aba9c6f969,Shigella_flexneri_ATCC_12022.pt,7554373,2d99d81d7862dd88d35fe8323babd7d363b9f402a01228689b54c45f50bce2dd,False,True,False
12104,Actinomyces naeslundii,ATCC FASTA archive,ATCC 12104,Actinomyces_naeslundii_ATCC_12104.fasta,3125121,3c2d1017ae67093907b255ad6c49e899ba3ddc8f66d57cca9a5559a41fe7d258,Actinomyces_naeslundii_ATCC_12104.pt,5047646,593712c53e9e0207d3c3e4c0210edd31f4d4338052d31ea5283614aa59e88a75,False,True,False
12121,Pseudomonas aeruginosa,ATCC FASTA archive,ATCC 12121,Pseudomonas_aeruginosa_ATCC_12121.fasta,6681178,69d313e33a2caafb680b17e6ce299d5700b98a010c89facfb602a7b71be04a7c,Pseudomonas_aeruginosa_ATCC_12121.pt,10782046,3446aa710cc5d80ace48ed5b0f965325f4abce7af6008ad154ddeff427c86311,False,True,False
12228,Staphylococcus epidermidis,ATCC FASTA archive,ATCC 12228,Staphylococcus_epidermidis_ATCC_12228.fasta,2619509,df748f89832256992db7b6ddece9751c1ee93380aba1f03a14e468321e19875a,Staphylococcus_epidermidis_ATCC_12228.pt,4113842,ba6e48f0f1e1c1f62a4909427b64146ec87607fa3471cc6f059fe01c434122fb,False,True,True
12344,Streptococcus pyogenes,ATCC FASTA archive,ATCC 12344,Streptococcus_pyogenes_ATCC_12344.fasta,1946838,fc726ab3dd76943777afa977f7b7123424198bf4c7e14a041d1a690ec68833e0,Streptococcus_pyogenes_ATCC_12344.pt,3147102,fd461298bff28ef8484c0c1f68ef6a9b82842a7b538c742fddd3ba3699b994c6,False,True,False
12386,Streptococcus agalactiae,ATCC FASTA archive,ATCC 12386,Streptococcus_agalactiae_ATCC_12386.fasta,2114227,897d76cb36a65f3364467e70e9e67519ec320dc6a275644816cd329f3ff29bdb,Streptococcus_agalactiae_ATCC_12386.pt,3409320,ccf4bf8bcdc9444f207016197ecb25a1e396ad0efd753a097b0b65cb7e6bd956,False,True,False
12388,Streptococcus dysgalactiae subsp equisimilis,ATCC FASTA archive,ATCC 12388,Streptococcus_dysgalactiae_subsp_equisimilis_ATCC_12388.fasta,2265647,1dfa50ecd551f9a95a48e58c0b24ff4d159de12a5da529871469ddf2ec02c018,Streptococcus_dysgalactiae_subsp_equisimilis_ATCC_12388.pt,3655244,14c293a5cba70359f5d0ef2637abb7b796e8b7e0e025da98ee852d7cc937f446,False,True,False
12453,Proteus mirabilis,ATCC FASTA archive,ATCC 12453,Proteus_mirabilis_ATCC_12453.fasta,4031064,ac4c42dd935c43789967f04d59fc053ff919f5a4ba7cc41bfc49499d4ad3fd60,Proteus_mirabilis_ATCC_12453.pt,6489413,94501a4ca79e1593b8d770f1b8ec0768fde2143317067b358535c3a4affdaf4a,False,True,False
12464,Clostridium septicum,ATCC FASTA archive,ATCC 12464,Clostridium_septicum_ATCC_12464.fasta,3461612,dcc12c9987351de5aca36c06f6a23903f842531ac724b46fb54102c56181b6f9,Clostridium_septicum_ATCC_12464.pt,5571924,73af157186a8c009976ed97614db17dae523af17ff84469dc0027d06edcfe20e,False,True,False
12472,Chromobacterium violaceum,ATCC FASTA archive,ATCC 12472,Chromobacterium_violaceum_ATCC_12472.fasta,4830761,4f786be782980be8036b3c3d8cff1200049013a55310bd712295b0ad94479aab,Chromobacterium_violaceum_ATCC_12472.pt,7800237,a7b66ac511287d6264dfc999e87400e94d664ba45e693234454ad1327a10a1f2,False,True,False
12478,Mycobacterium kansasii,ATCC FASTA archive,ATCC 12478,Mycobacterium_kansasii_ATCC_12478.fasta,6681028,1e20a6a5716e277ec88b1c8ee9db7a813ce711e1c3a963f1bc2bf2fea6dc97ae,Mycobacterium_kansasii_ATCC_12478.pt,10536286,1b771a4d5648803cb95b40b5f195321decf303b1548a2ca19906b85cd4033632,False,True,False
12598,Staphylococcus aureus,ATCC FASTA archive,ATCC 12598,Staphylococcus_aureus_ATCC_12598.fasta,2881430,f3606a453f1c897ab2320400c21b425e6a94e03696121bdc1a254b9bd811e0ca,Staphylococcus_aureus_ATCC_12598.pt,4605273,8e507ab0412132e0431e65c8390439cc42fb7da37025091c82e1465ae8aa04b9,False,True,True
12600,Staphylococcus aureus,ATCC FASTA archive,ATCC 12600,Staphylococcus_aureus_ATCC_12600.fasta,2829109,b77ace735d1e23ba33c877617fb1ac90ee15ac24216f4640229f1f2156ca6bf5,Staphylococcus_aureus_ATCC_12600.pt,4523353,001d86d5ccd43f59f172c2ed4c2fc43108983bff56383d7bcfd8e0f800fe177e,False,True,False
12633,Pseudomonas putida,ATCC FASTA archive,ATCC 12633,Pseudomonas_putida_ATCC_12633.fasta,6282111,f290623456277e9589eb14f30233f0ab44222c0dbc197676735d950cdd2e6d2e,Pseudomonas_putida_ATCC_12633.pt,9946442,566712e2bf305f2e1cebe9a733a8dea13446cdbaccbfc906d3ac1be7da17b283,False,True,False
12657,Klebsiella pneumoniae subsp pneumoniae,ATCC FASTA archive,ATCC 12657,Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_12657.fasta,5451509,23c373ec9f8228b805cb99e48650f92c91c980e239510b019bef032342f69eef,Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_12657.pt,7833070,ddecc9768a315fa161ac56b34c777bfa23a2332cd5902787185a368a0c36e4b3,False,True,False
12915,Clostridium perfringens,ATCC FASTA archive,ATCC 12915,Clostridium_perfringens_ATCC_12915.fasta,3102475,8aa4b1cc7f51a7ef499ed58deacb33b0d8b3608858e43fb155d820d791ffc9cd,Clostridium_perfringens_ATCC_12915.pt,4883875,207eea57a6328de5f70ecdb08934b1a71f4c226f8ea8087abebdb62848e52d9d,False,True,False
13007,Saccharomyces cerevisiae,ATCC FASTA archive,ATCC 13007,Saccharomyces_cerevisiae_ATCC_13007.fasta,12616544,523d18ee9d259ec251800c9ef4ac702ce0d887cc175b54fcecac9803d3707a4e,Saccharomyces_cerevisiae_ATCC_13007.pt,3229096,33b23df2386064d3b954503694111df8f7b9afe109bc97e4583f5327fc55e68c,False,True,False
13032,Corynebacterium glutamicum,ATCC FASTA archive,ATCC 13032,Corynebacterium_glutamicum_ATCC_13032.fasta,3366098,3cb186fce883260a3c309a18a8227330ba6b7bff1df1661df772e3dfbccc9138,Corynebacterium_glutamicum_ATCC_13032.pt,5440946,16cc82c8d13db2b8c49b8a8061f4b54d1dba2511a3cc2f6c895cb9c92302d0c2,False,True,False
13047,Enterobacter cloacae subsp cloacae,ATCC FASTA archive,ATCC 13047,Enterobacter_cloacae_subsp_cloacae_ATCC_13047.fasta,5701881,0396a873828b0ecafcaf93437172b07d8e266b42cbd5cbb6aba3bb84206e98a1,Enterobacter_cloacae_subsp_cloacae_ATCC_13047.pt,8717786,6589290523cb5f782d3fffdf0843a21ba53d9f963181e4df457b999b9242b9a1,False,True,False
13048,Klebsiella aerogenes,ATCC FASTA archive,ATCC 13048,Klebsiella_aerogenes_ATCC_13048.fasta,5374483,6f3a66d694a96f569a4723d592cdcde88944db854ef9e7aa3392cfdcadb86fb6,Klebsiella_aerogenes_ATCC_13048.pt,8668500,0a20c8137583f3d745546911c19ae7191525304b749b768187fbd3c011637ce8,False,True,True
13061,Bacillus paranthracis,ATCC FASTA archive,ATCC 13061,Bacillus_paranthracis_ATCC_13061.fasta,5599307,cea016b18d36b96a0768acb2ebf79aa11dd1950aec14b714c44006d20c7af667,Bacillus_paranthracis_ATCC_13061.pt,8488281,7563aee96db5830da3d7a30d7d927956f3a061fbc2513cf09edca7abc129d039,False,True,False
13076,Salmonella enterica subsp enterica serovar Enteritidis,ATCC FASTA archive,ATCC 13076,Salmonella_enterica_subsp_enterica_serovar_Enteritidis_ATCC_13076.fasta,4818858,e2d16fac58516f96d75e51ae8bf744327a04f434e05bb2f1b51ac31de636a508,Salmonella_enterica_subsp_enterica_serovar_Enteritidis_ATCC_13076.pt,6735486,9d86d1670d25b9b9701d013386c3b4e72fd43cce75a13ab36a4452579db37c13,False,True,False
13124,Clostridium perfringens,ATCC FASTA archive,ATCC 13124,Clostridium_perfringens_ATCC_13124.fasta,3311040,a9aa33f05d8b7d869631092b38716025f3a686887193d8ffa6d0b3f4b0dcd89a,Clostridium_perfringens_ATCC_13124.pt,5342627,6499b00b4d2e4c6de4f25a2010080715621b39c0a6578d0ffe28d920eea2c642,False,True,False
13182,Klebsiella oxytoca,ATCC FASTA archive,ATCC 13182,Klebsiella_oxytoca_ATCC_13182.fasta,5954169,e8fe4b290ce61da6a756a6bc6fdd2717ce4cff2b4b0bef2112d9e4c63140cc23,Klebsiella_oxytoca_ATCC_13182.pt,9602378,fc2c7ffab08ad039072d7c835d5a83220bb028803cf5e7f63b2e20743e355422,False,True,False
13311,Salmonella enterica subsp enterica serovar Typhimurium,ATCC FASTA archive,ATCC 13311,Salmonella_enterica_subsp_enterica_serovar_Typhimurium_ATCC_13311.fasta,4942306,c2a9731e598ac8e1689f912f38cc53cbd9ec09be55de15374d5a67e1147daf8d,Salmonella_enterica_subsp_enterica_serovar_Typhimurium_ATCC_13311.pt,7865982,922dc3a65d07006e8267e4f49e9628589172915278d10daa35a6b2d2fba485bd,False,True,False
13312,Salmonella enterica subsp enterica serovar Choleraesuis,ATCC FASTA archive,ATCC 13312,Salmonella_enterica_subsp_enterica_serovar_Choleraesuis_ATCC_13312.fasta,4869010,61ca9a60da59be7ba782689500d1f0b4af4e0dc9863a99db79d448f18ce98409,Salmonella_enterica_subsp_enterica_serovar_Choleraesuis_ATCC_13312.pt,7767747,088a5f6fe3fa2b741c76002bb7064110ee7e3770dd6f35faca9613a3163047be,False,True,False
13313,Shigella dysenteriae,ATCC FASTA archive,ATCC 13313,Shigella_dysenteriae_ATCC_13313.fasta,4666422,b6cc739e33de197220819d9e658b4c7e4efff15fe73562bee51e7982df94be4e,Shigella_dysenteriae_ATCC_13313.pt,7210324,b087f6cce191761adb5a0bdd179cb5fbe9c9be4b3835ad57a3fde12ab766dd02,False,True,False
13314,Salmonella enterica subsp arizonae,ATCC FASTA archive,ATCC 13314,Salmonella_enterica_subsp_arizonae_ATCC_13314.fasta,4616810,a17526e9d587a54eb04c834293ead290aeaf5b39a4afdfd107dfe84c1cbee4b1,Salmonella_enterica_subsp_arizonae_ATCC_13314.pt,7341530,8b3d2c69eb2c7e2db1adea6388e27dc51086aa1f7b0c4b05b15a2cce619f1af2,False,True,False
13315,Proteus hauseri,ATCC FASTA archive,ATCC 13315,Proteus_hauseri_ATCC_13315.fasta,3896436,20a7c11562ff63e964546287bfbd0caa51b96d65dcada1169f37beaf602fbb8f,Proteus_hauseri_ATCC_13315.pt,6276411,dd2e9caed4a1cfa230e61d5318c1b2d7b69120d93fcfa9d5938ff525da8c64a3,False,True,False
13388,Pseudomonas aeruginosa,ATCC FASTA archive,ATCC 13388,Pseudomonas_aeruginosa_ATCC_13388.fasta,6656482,d2ad774ed730876540b19e6d233bea7254383f2fd9fdaa3670ead77b59f3d793,Pseudomonas_aeruginosa_ATCC_13388.pt,10732894,52ec680488c005055860426d34a64236d2c29d9a9249c68601b877681e0f51e8,False,True,False
13419,Streptococcus salivarius subsp salivarius,ATCC FASTA archive,ATCC 13419,Streptococcus_salivarius_subsp_salivarius_ATCC_13419.fasta,2214204,ee2d8e323c74d6b83ce63ade74c6293746b3a95df208c817b16faa155aafd658,Streptococcus_salivarius_subsp_salivarius_ATCC_13419.pt,3573245,0604b5fb6b4e3ad9ad50c88eff8abde1f5f64c505ac1b402a988c1ae95cd45a7,False,True,False
