apexoracle_id,ApexOracle-1,ApexOracle-2,ApexOracle-3,ApexOracle-4,ApexOracle-5,ApexOracle-6,ApexOracle-7,ApexOracle-8,ApexOracle-9,ApexOracle-10,ApexOracle-11,ApexOracle-12,ApexOracle-13,ApexOracle-14,ApexOracle-15,ApexOracle-16,ApexOracle-17,ApexOracle-18,ApexOracle-19,ApexOracle-20,ApexOracle-21,ApexOracle-22,ApexOracle-23,ApexOracle-24
ApexOracle-12,0.6012658227848101,0.5662650602409639,0.45806451612903226,0.42857142857142855,0.5802469135802469,0.5272727272727272,0.484472049689441,0.5833333333333334,0.4177215189873418,0.7032258064516129,0.5974842767295597,1.0,0.2903225806451613,0.20812182741116753,0.3103448275862069,0.49079754601226994,0.756578947368421,0.45,0.36774193548387096,0.46835443037974683,0.49019607843137253,0.2727272727272727,0.26842105263157895,0.2878787878787879
ApexOracle-13,0.17486338797814208,0.27586206896551724,0.12574850299401197,0.14285714285714285,0.18478260869565216,0.20903954802259886,0.1893491124260355,0.3103448275862069,0.18471337579617833,0.25555555555555554,0.21348314606741572,0.2903225806451613,1.0,0.4492753623188406,0.5724137931034483,0.1452513966480447,0.27932960893854747,0.1901840490797546,0.14473684210526316,0.17575757575757575,0.22580645161290322,0.4657534246575342,0.549618320610687,0.572463768115942
ApexOracle-14,0.18994413407821228,0.27167630057803466,0.16981132075471697,0.1728395061728395,0.19337016574585636,0.21839080459770116,0.1569767441860465,0.26174496644295303,0.20261437908496732,0.28,0.2159090909090909,0.20812182741116753,0.4492753623188406,1.0,0.4394904458598726,0.18023255813953487,0.22702702702702704,0.2,0.10967741935483871,0.2229299363057325,0.2702702702702703,0.43243243243243246,0.7033898305084746,0.5034965034965035
ApexOracle-15,0.21105527638190955,0.25252525252525254,0.12631578947368421,0.14136125654450263,0.21393034825870647,0.22448979591836735,0.17616580310880828,0.2631578947368421,0.17777777777777778,0.26,0.21608040201005024,0.3103448275862069,0.5724137931034483,0.4394904458598726,1.0,0.14925373134328357,0.26865671641791045,0.17647058823529413,0.14942528735632185,0.1518324607329843,0.20670391061452514,0.6326530612244898,0.624113475177305,0.577922077922078
ApexOracle-16,0.5912408759124088,0.4240506329113924,0.5655737704918032,0.5853658536585366,0.6742424242424242,0.6194029850746269,0.5111111111111111,0.36879432624113473,0.4881889763779528,0.5793103448275863,0.7244094488188977,0.49079754601226994,0.1452513966480447,0.18023255813953487,0.14925373134328357,1.0,0.5782312925170068,0.5390625,0.4628099173553719,0.6016260162601627,0.49612403100775193,0.14814814814814814,0.14444444444444443,0.17647058823529413
ApexOracle-17,0.5031055900621118,0.5182926829268293,0.43333333333333335,0.43137254901960786,0.5806451612903226,0.50625,0.46153846153846156,0.528169014084507,0.4589041095890411,0.6428571428571429,0.609271523178808,0.756578947368421,0.27932960893854747,0.22702702702702704,0.26865671641791045,0.5782312925170068,1.0,0.48322147651006714,0.3767123287671233,0.6014492753623188,0.5174825174825175,0.22959183673469388,0.2849162011173184,0.25773195876288657
ApexOracle-18,0.6299212598425197,0.5735294117647058,0.6666666666666666,0.6576576576576577,0.6666666666666666,0.5725190839694656,0.7387387387387387,0.4796747967479675,0.6036036036036037,0.5244755244755245,0.6507936507936508,0.45,0.1901840490797546,0.2,0.17647058823529413,0.5390625,0.48322147651006714,1.0,0.509090909090909,0.7714285714285715,0.5826086956521739,0.17714285714285713,0.16766467065868262,0.19428571428571428
ApexOracle-19,0.4166666666666667,0.39568345323741005,0.5533980582524272,0.6078431372549019,0.46153846153846156,0.37777777777777777,0.6018518518518519,0.35,0.6122448979591837,0.33783783783783783,0.42424242424242425,0.36774193548387096,0.14473684210526316,0.10967741935483871,0.14942528735632185,0.4628099173553719,0.3767123287671233,0.509090909090909,1.0,0.509090909090909,0.39655172413793105,0.11377245508982035,0.12179487179487179,0.125
ApexOracle-20,0.5681818181818182,0.6090225563909775,0.6363636363636364,0.6428571428571429,0.627906976744186,0.5259259259259259,0.6782608695652174,0.46774193548387094,0.6792452830188679,0.5244755244755245,0.6507936507936508,0.46835443037974683,0.17575757575757575,0.2229299363057325,0.1518324607329843,0.6016260162601627,0.6014492753623188,0.7714285714285715,0.509090909090909,1.0,0.5555555555555556,0.15083798882681565,0.18181818181818182,0.17415730337078653
ApexOracle-21,0.49264705882352944,0.5441176470588235,0.6,0.5254237288135594,0.4714285714285714,0.463768115942029,0.5241935483870968,0.6036036036036037,0.5263157894736842,0.6212121212121212,0.5223880597014925,0.49019607843137253,0.22580645161290322,0.2702702702702703,0.20670391061452514,0.49612403100775193,0.5174825174825175,0.5826086956521739,0.39655172413793105,0.5555555555555556,1.0,0.20238095238095238,0.23225806451612904,0.2275449101796407
ApexOracle-22,0.22043010752688172,0.2717391304347826,0.12994350282485875,0.13966480446927373,0.21693121693121692,0.22826086956521738,0.15135135135135136,0.27848101265822783,0.14450867052023122,0.26595744680851063,0.2127659574468085,0.2727272727272727,0.4657534246575342,0.43243243243243246,0.6326530612244898,0.14814814814814814,0.22959183673469388,0.17714285714285713,0.11377245508982035,0.15083798882681565,0.20238095238095238,1.0,0.5034965034965035,0.5793103448275863
ApexOracle-23,0.16129032258064516,0.2388888888888889,0.1317365269461078,0.14201183431952663,0.16489361702127658,0.1878453038674033,0.12849162011173185,0.26490066225165565,0.16149068322981366,0.22702702702702704,0.1793478260869565,0.26842105263157895,0.549618320610687,0.7033898305084746,0.624113475177305,0.14444444444444443,0.2849162011173184,0.16766467065868262,0.12179487179487179,0.18181818181818182,0.23225806451612904,0.5034965034965035,1.0,0.4931506849315068
ApexOracle-24,0.22994652406417113,0.27419354838709675,0.14689265536723164,0.1564245810055866,0.2328042328042328,0.24456521739130435,0.16756756756756758,0.3141025641025641,0.17543859649122806,0.3027027027027027,0.24864864864864866,0.2878787878787879,0.572463768115942,0.5034965034965035,0.577922077922078,0.17647058823529413,0.25773195876288657,0.19428571428571428,0.125,0.17415730337078653,0.2275449101796407,0.5793103448275863,0.4931506849315068,1.0
