apexoracle_id,ApexOracle-1,ApexOracle-2,ApexOracle-3,ApexOracle-4,ApexOracle-5,ApexOracle-6,ApexOracle-7,ApexOracle-8,ApexOracle-9,ApexOracle-10,ApexOracle-11,ApexOracle-12,ApexOracle-13,ApexOracle-14,ApexOracle-15,ApexOracle-16,ApexOracle-17,ApexOracle-18,ApexOracle-19,ApexOracle-20,ApexOracle-21,ApexOracle-22,ApexOracle-23,ApexOracle-24
ApexOracle-11,0.26666666666666666,0.2,0.125,0.1,0.14285714285714285,0.2222222222222222,0.2777777777777778,0.2,0.2,0.24,1.0,0.22580645161290322,,,,0.12195121951219512,0.2,0.2,0.22580645161290322,0.18181818181818182,0.12,,,
ApexOracle-12,0.10714285714285714,0.0967741935483871,0.10714285714285714,0.06666666666666667,0.17142857142857143,0.11428571428571428,0.0625,0.10714285714285714,0.13157894736842105,0.20689655172413793,0.22580645161290322,1.0,,,,0.10256410256410256,0.25,0.15789473684210525,0.1388888888888889,0.17647058823529413,0.11764705882352941,,,
ApexOracle-13,,,,,,,,,,,,,1.0,0.23809523809523808,0.25,,,,,,,0.14285714285714285,0.23809523809523808,0.21739130434782608
ApexOracle-14,,,,,,,,,,,,,0.23809523809523808,1.0,0.2608695652173913,,,,,,,0.18181818181818182,0.8947368421052632,0.24
ApexOracle-15,,,,,,,,,,,,,0.25,0.2608695652173913,1.0,,,,,,,0.22727272727272727,0.22727272727272727,0.20833333333333334
ApexOracle-16,0.30303030303030304,0.07142857142857142,0.2413793103448276,0.2727272727272727,0.2727272727272727,0.26666666666666666,0.15151515151515152,0.10714285714285714,0.14705882352941177,0.1724137931034483,0.12195121951219512,0.10256410256410256,,,,1.0,0.20689655172413793,0.26666666666666666,0.13157894736842105,0.23333333333333334,0.25,,,
ApexOracle-17,0.14285714285714285,0.14814814814814814,0.1935483870967742,0.16666666666666666,0.15384615384615385,0.14814814814814814,0.17142857142857143,0.2,0.12121212121212122,0.12903225806451613,0.2,0.25,,,,0.20689655172413793,1.0,0.16666666666666666,0.16666666666666666,0.2413793103448276,0.06060606060606061,,,
ApexOracle-18,0.2647058823529412,0.11428571428571428,0.2857142857142857,0.19444444444444445,0.20588235294117646,0.21428571428571427,0.25,0.16666666666666666,0.22580645161290322,0.08333333333333333,0.2,0.15789473684210525,,,,0.26666666666666666,0.16666666666666666,1.0,0.06451612903225806,0.2727272727272727,0.32,,,
ApexOracle-19,0.16129032258064516,0.02702702702702703,0.16129032258064516,0.2631578947368421,0.21621621621621623,0.12903225806451613,0.18421052631578946,0.0967741935483871,0.13157894736842105,0.12903225806451613,0.22580645161290322,0.1388888888888889,,,,0.13157894736842105,0.16666666666666666,0.06451612903225806,1.0,0.22580645161290322,0.12903225806451613,,,
ApexOracle-20,0.2857142857142857,0.06666666666666667,0.25,0.0975609756097561,0.18421052631578946,0.11538461538461539,0.16666666666666666,0.15384615384615385,0.21212121212121213,0.11428571428571428,0.18181818181818182,0.17647058823529413,,,,0.23333333333333334,0.2413793103448276,0.2727272727272727,0.22580645161290322,1.0,0.32142857142857145,,,
ApexOracle-21,0.2647058823529412,0.047619047619047616,0.16129032258064516,0.2,0.20588235294117646,0.16666666666666666,0.125,0.19047619047619047,0.16666666666666666,0.12,0.12,0.11764705882352941,,,,0.25,0.06060606060606061,0.32,0.12903225806451613,0.32142857142857145,1.0,,,
ApexOracle-22,,,,,,,,,,,,,0.14285714285714285,0.18181818181818182,0.22727272727272727,,,,,,,1.0,0.18181818181818182,0.16
ApexOracle-23,,,,,,,,,,,,,0.23809523809523808,0.8947368421052632,0.22727272727272727,,,,,,,0.18181818181818182,1.0,0.23076923076923078
ApexOracle-24,,,,,,,,,,,,,0.21739130434782608,0.24,0.20833333333333334,,,,,,,0.16,0.23076923076923078,1.0
